Accelerometer_x,Accelerometer_y,Accelerometer_z,Gyroscope_x,Gyroscope_y,Gyroscope_z,Magnetometer_x,Magnetometer_y,Magnetometer_z,Position
,,,,,,,,,
-0.03,-1.01,-0.11,3.72,1.59,0.43,17.53,35.67,11.61,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.11,3.3,1.71,0.55,16.86,35.17,12.05,"Side
"
,,,,,,,,,
-0.02,-1.01,-0.1,1.89,1.65,0.37,17.1,35.97,11.63,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.11,3.36,1.46,-0.06,17.83,36.63,12.3,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.12,5.31,1.28,0.12,17.59,36.11,12.74,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.1,-0.37,1.77,0.18,17.65,36.02,11.79,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.11,2.5,1.46,0.55,17.54,35.97,11.88,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.11,2.44,1.89,0.24,17.27,35.84,12.35,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.11,-0.61,1.83,0.24,17.85,35.46,12.79,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.1,1.46,1.46,0.18,17.46,36.04,12.37,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.1,2.08,1.59,0.24,17.29,36.55,12.41,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.1,2.01,1.4,0.37,17.24,36.25,11.07,"Side
"
,,,,,,,,,
-0.02,-1.01,-0.11,4.88,1.4,0.37,17.42,36.21,11.71,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.11,3.23,1.77,0.43,17.7,36.29,12.19,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.11,3.17,1.46,0.49,17.59,35.72,12.22,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.11,3.3,1.46,0.24,16.86,35.53,11.95,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.11,2.01,1.77,0.37,17.53,35.71,13,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.11,2.08,1.46,0.31,17.92,34.96,12.94,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.11,1.83,1.46,0.18,17.37,35.46,12.24,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.11,2.81,1.65,0.31,17.3,35.82,12.28,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.11,1.71,1.65,0.31,17.48,36.01,11.95,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.11,1.53,1.65,0.12,17.18,36.06,12.56,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.11,2.87,1.59,0.37,17.38,35.33,11.49,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.11,4.33,1.22,0.43,17.7,35.84,12.12,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.11,1.65,1.46,0.31,17.63,35.63,13.09,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.11,2.69,1.77,0.24,17.63,35,11.87,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.12,2.32,1.59,0.31,17.53,35.21,12.6,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.11,2.62,1.28,0.43,17.38,35.51,11.66,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.11,0.49,1.65,0.31,17.86,35.55,11.52,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.11,2.44,1.65,0.43,17.42,35.33,12.17,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.11,1.95,1.53,0.43,17.24,35.25,12.4,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.11,2.01,1.53,0.06,17.4,35.79,12.38,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.11,4.15,1.28,0.18,17.43,35.58,11.89,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.1,1.4,1.65,0.24,17.05,35.46,11.38,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.12,4.27,1.95,0.24,18.01,35.71,11.9,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.11,3.17,1.71,0.31,17.55,35.52,11.71,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.11,3.23,1.71,0.49,17.75,35.86,11.67,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.12,4.03,1.53,0.31,16.86,35.95,11.43,"Side
"
,,,,,,,,,
-0.03,-1.03,-0.13,3.3,1.53,0.18,17.04,35.4,12.54,"Side
"
,,,,,,,,,
-0.02,-1.03,-0.11,1.65,1.71,0.43,17.43,35.31,13.1,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.12,2.81,1.77,0.06,17.49,35.9,12.11,"Side
"
,,,,,,,,,
-0.03,-1.02,-0.12,1.34,1.4,0.24,17.43,35.85,12.56,"Side
"
,,,,,,,,,
-0.03,-1.02,-0.11,2.08,1.1,0.18,17.91,36.32,11.56,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.12,2.38,1.53,0.24,17.96,35.29,11.69,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.12,3.3,1.46,0.24,17.58,35.31,11.58,"Side
"
,,,,,,,,,
-0.03,-1.02,-0.11,2.32,1.28,0.43,17.71,35.17,12.33,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.12,4.09,1.53,0.18,17.53,35.56,12.49,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.12,1.89,1.95,0.31,17.98,34.86,12.22,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.11,1.89,1.65,0.18,17.98,35.4,11.8,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.12,3.17,1.65,0.24,18.15,35.27,12.65,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.12,1.77,1.89,0.18,17.8,35.11,12.18,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.12,3.6,1.4,0.06,17.36,34.92,12.83,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.12,2.75,1.53,0.12,17.82,36.04,12.28,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.12,3.54,1.59,0.31,18.2,34.74,11.71,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.13,2.26,1.65,0.43,18.05,34.45,11.67,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.12,2.38,1.65,0.31,18.09,35.73,12.24,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.12,2.93,1.65,0.37,17.74,35.82,12.55,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.12,8.12,0.98,0.31,17.87,35.64,12.6,"Side
"
,,,,,,,,,
-0.03,-1,-0.13,4.7,1.16,0.37,17.37,35.45,12.7,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.14,6.29,1.22,0.43,18.23,35.46,12.48,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.14,3.48,1.53,0.37,17.74,36.05,13.17,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.14,3.23,1.71,0.37,17.61,36.04,12.65,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.14,1.95,1.59,0.31,17.9,35.46,13.82,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.14,1.4,1.83,0.31,17.44,35.05,12.46,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.14,-0.12,1.95,0.37,17.97,35.05,12.33,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.13,-5.13,3.3,0.18,18.21,35.72,11.19,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.12,-16.78,4.09,0,18.55,34.62,12.01,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.1,-13,2.62,0.18,18.6,34.55,11.63,"Side
"
,,,,,,,,,
-0.03,-1,-0.06,-7.26,2.08,0.67,17.96,35.78,11.07,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.07,5.86,-0.24,0.61,17.8,36.39,11.79,"Side
"
,,,,,,,,,
-0.04,-1.03,-0.11,-31.98,1.89,0.31,17.25,35.79,11.49,"Side
"
,,,,,,,,,
-0.02,-1.02,-0.01,-40.04,3.05,0.18,17.69,36.39,9.66,"Side
"
,,,,,,,,,
-0.03,-1.01,0.04,-37.29,4.64,-0.61,18.01,37.27,8.7,"Side
"
,,,,,,,,,
-0.03,-1,0.06,-26.55,6.96,-0.67,17.96,36.55,7.13,"Side
"
,,,,,,,,,
-0.02,-1,0.1,3.66,3.72,-0.06,17.76,36.96,7.78,"Side
"
,,,,,,,,,
-0.04,-1.01,0.06,-0.85,3.6,-0.67,17.64,37.3,7.37,"Side
"
,,,,,,,,,
-0.03,-1,0.09,8.3,1.4,0.49,16.92,36.8,7.36,"Side
"
,,,,,,,,,
-0.03,-1.03,0.01,12.33,-0.73,1.4,16.15,37.48,8.25,"Side
"
,,,,,,,,,
-0.02,-1.02,0.07,-19.35,0.18,0.61,16.56,38.16,6.81,"Side
"
,,,,,,,,,
-0.02,-1.01,0.09,-22.83,1.83,-0.43,16.1,38.28,6.48,"Side
"
,,,,,,,,,
-0.03,-1.01,0.11,-19.29,1.89,-1.16,16.94,37.9,6.35,"Side
"
,,,,,,,,,
-0.03,-0.99,0.17,-14.16,1.59,-0.67,16.81,37.85,6.29,"Side
"
,,,,,,,,,
-0.02,-1,0.14,2.14,0.12,1.22,16.59,38.2,5.58,"Side
"
,,,,,,,,,
-0.03,-1,0.13,-4.58,1.4,-0.12,17.04,37.88,6.18,"Side
"
,,,,,,,,,
-0.02,-1,0.16,-7.87,1.71,0.24,16.8,37.5,7.02,"Side
"
,,,,,,,,,
-0.03,-0.99,0.17,-3.72,1.34,0.73,16.87,37.99,6.15,"Side
"
,,,,,,,,,
-0.02,-1,0.14,12.82,1.59,0.49,16.83,38,6.16,"Side
"
,,,,,,,,,
-0.03,-1,0.16,8.18,2.2,-0.55,17.31,37.73,5.3,"Side
"
,,,,,,,,,
-0.01,-1,0.15,20.75,1.65,-0.73,17.52,37.49,6.35,"Side
"
,,,,,,,,,
-0.03,-1.01,0.1,20.02,1.46,1.4,17.32,37.62,7.5,"Side
"
,,,,,,,,,
-0.03,-1.02,0.09,-0.55,2.14,0.55,17.69,37.55,6.6,"Side
"
,,,,,,,,,
-0.03,-1,0.13,-1.53,1.83,0.31,17.33,37.51,6.97,"Side
"
,,,,,,,,,
-0.03,-1.01,0.11,0.18,1.77,0.37,17.16,37.95,6.27,"Side
"
,,,,,,,,,
-0.02,-1,0.14,0.79,1.59,0.43,17.57,37.55,5.7,"Side
"
,,,,,,,,,
-0.03,-1,0.12,10.5,1.22,0.67,17.3,37.38,6.45,"Side
"
,,,,,,,,,
-0.03,-1.01,0.1,8.91,1.34,0.31,17.08,37.62,6.25,"Side
"
,,,,,,,,,
-0.03,-1,0.12,0.67,1.53,0.18,16.83,37.56,7.17,"Side
"
,,,,,,,,,
-0.03,-1,0.11,7.45,1.71,0.49,17.41,37.44,6.87,"Side
"
,,,,,,,,,
-0.03,-1.01,0.09,-6.77,3.23,-0.12,17.52,37.87,6.98,"Side
"
,,,,,,,,,
-0.03,-1,0.14,-10.68,3.05,-0.18,17.82,37.06,7.14,"Side
"
,,,,,,,,,
-0.02,-1,0.13,5,0.31,1.22,17.46,37.71,6.54,"Side
"
,,,,,,,,,
-0.03,-1,0.13,7.63,1.71,0.61,16.99,37.71,7.28,"Side
"
,,,,,,,,,
-0.04,-1,0.09,8.18,1.34,0.43,17.27,37.83,7.08,"Side
"
,,,,,,,,,
-0.02,-0.99,0.13,4.88,1.53,0.43,16.76,37.78,5.86,"Side
"
,,,,,,,,,
-0.04,-1,0.09,23.38,1.1,1.16,17.2,37.79,6.82,"Side
"
,,,,,,,,,
-0.02,-1.01,0.05,15.69,1.04,1.16,16.3,37.7,7.25,"Side
"
,,,,,,,,,
-0.02,-1.01,0.06,-2.75,1.83,0,16.55,38.38,7.3,"Side
"
,,,,,,,,,
-0.03,-0.99,0.1,11.23,2.81,-0.61,17.4,38.12,8.68,"Side
"
,,,,,,,,,
-0.03,-1.01,0.02,32.78,1.34,-0.49,17.76,36.76,7.54,"Side
"
,,,,,,,,,
-0.02,-1.03,-0.02,18.13,-3.6,0.31,17.7,37.1,10.93,"Side
"
,,,,,,,,,
-0.03,-1.02,0,0.98,-0.37,1.71,17.44,37.6,9.67,"Side
"
,,,,,,,,,
-0.03,-1,0.03,-1.34,0.49,1.16,16.81,38.78,8.5,"Side
"
,,,,,,,,,
-0.02,-1.01,0.03,8.85,3.6,-0.85,17.15,38.18,8.85,"Side
"
,,,,,,,,,
-0.03,-1.02,-0.01,3.97,3.54,-0.85,18.2,36.55,9.45,"Side
"
,,,,,,,,,
-0.03,-1.01,0.01,0.31,1.77,0.55,18.29,36.49,8.65,"Side
"
,,,,,,,,,
-0.02,-1.02,0,-7.14,1.34,0.73,17.46,36.74,9.16,"Side
"
,,,,,,,,,
-0.03,-1,0.07,-8.73,3.11,-0.55,18.02,36.89,9.3,"Side
"
,,,,,,,,,
-0.03,-1.01,0.02,14.16,-0.12,1.59,17.49,37.68,8.67,"Side
"
,,,,,,,,,
-0.01,-1.02,0.01,6.35,0.31,1.28,16.72,37.9,9.16,"Side
"
,,,,,,,,,
-0.01,-1.01,0.04,10.99,1.53,0.43,17.07,38.75,8.31,"Side
"
,,,,,,,,,
-0.03,-1.01,0.01,15.01,3.42,-0.67,17.64,37.15,9.99,"Side
"
,,,,,,,,,
-0.03,-1.02,-0.02,13.31,0.79,0.37,17.8,36.62,10.34,"Side
"
,,,,,,,,,
-0.03,-1.01,0.01,5.62,0.06,1.34,17.44,37.02,8.84,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.03,12.21,-0.12,0.85,16.92,38.32,9.84,"Side
"
,,,,,,,,,
-0.02,-1.01,-0.03,12.33,1.83,-0.12,17.15,37.18,10.45,"Side
"
,,,,,,,,,
-0.02,-1.01,-0.03,15.5,1.83,-1.34,17.77,36.15,9.29,"Side
"
,,,,,,,,,
-0.04,-1.02,-0.09,15.81,1.04,0.18,17.8,36.43,10.14,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.06,-7.26,2.75,0.92,17.61,36.24,10.28,"Side
"
,,,,,,,,,
-0.02,-1.01,-0.04,-4.64,3.05,0.43,17.88,36.49,10.33,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.04,-0.31,2.01,0.24,17.82,35.89,9.74,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.05,-0.67,1.16,0.43,17.52,36.66,10.91,"Side
"
,,,,,,,,,
-0.02,-1.01,-0.03,0.55,0.67,0.55,17.59,36.29,10.6,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.03,7.63,0.67,0,17.81,36.96,9.68,"Side
"
,,,,,,,,,
-0.02,-1.01,-0.07,7.39,-2.56,-0.37,17.4,37.24,9.38,"Side
"
,,,,,,,,,
-0.02,-1.05,-0.06,2.99,-0.85,-0.18,17.7,36.72,11.02,"Side
"
,,,,,,,,,
-0.02,-1.06,-0.03,-1.59,2.14,0.24,17.83,37.04,10.29,"Side
"
,,,,,,,,,
-0.02,-1.05,-0.06,2.2,1.71,0.61,18.48,36.23,10.17,"Side
"
,,,,,,,,,
-0.03,-1.05,-0.04,-4.33,2.26,-0.12,18.33,36.25,9.97,"Side
"
,,,,,,,,,
-0.02,-1.03,-0.02,0.79,-3.85,-0.43,17.99,36.39,9.25,"Side
"
,,,,,,,,,
-0.04,-1.04,-0.05,1.28,-0.67,1.22,18.4,35.73,9.77,"Side
"
,,,,,,,,,
-0.03,-1.04,-0.04,2.75,1.46,0.49,17.81,36.36,9.23,"Side
"
,,,,,,,,,
-0.02,-1.02,-0.03,0.92,1.46,0.67,18.4,36.23,9.47,"Side
"
,,,,,,,,,
-0.03,-1.02,-0.05,8.3,1.04,-0.31,18.02,37,9.79,"Side
"
,,,,,,,,,
-0.03,-1.02,-0.06,6.9,1.59,0.31,17.55,36.29,10.69,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.04,4.09,1.53,0.37,18.04,36.87,9.67,"Side
"
,,,,,,,,,
-0.02,-1.02,-0.07,9.4,1.28,-0.43,17.96,36.08,10.75,"Side
"
,,,,,,,,,
-0.06,-1.01,-0.09,2.32,1.16,1.16,18.03,35.96,10.73,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.06,-3.42,1.65,0.92,18.18,36.45,10.52,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.06,0.37,1.59,1.16,17.8,37.01,10.36,"Side
"
,,,,,,,,,
-0.03,-1.02,-0.07,7.39,1.4,0.37,17.61,36.72,10.89,"Side
"
,,,,,,,,,
-0.02,-1.01,-0.05,2.56,1.4,-0.43,17.81,36.8,10.66,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.07,9.03,1.4,-0.37,17.14,36.63,10.44,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.1,0.98,1.89,0.61,17.37,36.35,10.83,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.06,-3.97,2.01,0.85,17.83,36.38,10.19,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.08,0.67,2.08,0.55,17.6,36.71,10.41,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.07,-0.12,2.32,0.06,18.25,36.47,10.23,"Side
"
,,,,,,,,,
-0.02,-1.01,-0.05,-1.71,2.01,0.43,18.33,36.18,10.55,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.05,6.41,0.55,0.43,18.16,36.44,9.72,"Side
"
,,,,,,,,,
-0.03,-1.02,-0.09,9.09,0.73,0.49,17.07,37.35,11.12,"Side
"
,,,,,,,,,
-0.02,-1.01,-0.06,3.23,1.22,0.31,17.15,37.04,10.18,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.07,7.63,1.65,0.18,17.55,36.79,11.44,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.09,6.84,2.01,-0.06,17.5,36.39,10.46,"Side
"
,,,,,,,,,
-0.03,-1.02,-0.1,-0.31,1.71,0.85,18.25,36.94,10.71,"Side
"
,,,,,,,,,
-0.08,-1.01,-0.07,-5.55,1.04,1.04,17.19,37.04,10.57,"Side
"
,,,,,,,,,
-0.02,-1.01,-0.06,1.46,1.77,-0.43,17.37,36.87,11.32,"Side
"
,,,,,,,,,
-0.02,-1.02,-0.07,7.57,1.77,-1.34,17.52,35.62,11.18,"Side
"
,,,,,,,,,
-0.04,-1.01,-0.09,2.75,1.53,1.04,17.71,36.08,11.4,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.07,-3.97,1.34,1.46,17.29,36.52,10.99,"Side
"
,,,,,,,,,
0.01,-1.01,-0.07,-3.91,2.26,0.49,16.64,37.4,10.52,"Side
"
,,,,,,,,,
-0.03,-1.01,-0.05,-3.17,2.2,-0.73,17.61,36.9,10.57,"Side
"
,,,,,,,,,
-0.02,-1.07,0.05,-25.57,-8.97,0.12,18.21,36.41,10.51,"Side
"
,,,,,,,,,
-0.01,-0.97,-0.09,-99.43,34.48,-0.61,16.65,39.33,9.39,"Side
"
,,,,,,,,,
-0.03,-0.99,0.06,-37.48,9.28,-0.92,16.58,40.67,7.17,"Side
"
,,,,,,,,,
-0.03,-1,0.13,-1.28,1.4,0.12,16.56,40.82,7.25,"Side
"
,,,,,,,,,
-0.02,-1.01,0.09,-9.22,1.34,0.61,16.39,40.92,6.73,"Side
"
,,,,,,,,,
-0.02,-0.99,0.16,-17.09,2.44,0.12,16.96,40.71,5.26,"Side
"
,,,,,,,,,
-0.02,-1,0.14,-7.87,2.87,-1.28,16.81,40.08,6.3,"Side
"
,,,,,,,,,
-0.03,-0.99,0.17,-9.58,3.05,-1.53,17.4,39.61,5.38,"Side
"
,,,,,,,,,
-0.03,-1,0.17,-0.67,0.98,0.79,17.33,39.97,4.43,"Side
"
,,,,,,,,,
-0.02,-0.99,0.18,-3.36,0.98,0.79,16.99,40.52,5.65,"Side
"
,,,,,,,,,
-0.03,-0.98,0.19,4.82,1.34,1.1,17.07,40.52,4.83,"Side
"
,,,,,,,,,
-0.02,-1,0.15,13.43,1.34,0.24,17.05,40.83,5.85,"Side
"
,,,,,,,,,
-0.03,-1,0.16,6.9,2.14,-0.67,17.04,40.37,5.9,"Side
"
,,,,,,,,,
-0.03,-1,0.15,7.32,1.89,-0.92,17.42,40.27,5.02,"Side
"
,,,,,,,,,
-0.03,-1,0.14,0.31,1.53,0.18,17.19,40.2,5.11,"Side
"
,,,,,,,,,
-0.03,-1,0.16,-9.77,2.38,-0.06,16.88,40.03,5.21,"Side
"
,,,,,,,,,
-0.03,-0.99,0.18,-2.26,2.08,1.16,17.24,39.97,5.35,"Side
"
,,,,,,,,,
-0.02,-1,0.16,3.42,1.59,1.46,16.89,40.34,6.08,"Side
"
,,,,,,,,,
-0.02,-1,0.17,-4.39,2.08,0.55,16.39,39.82,5.65,"Side
"
,,,,,,,,,
-0.03,-0.99,0.18,4.52,1.16,0.24,17.43,40.34,5.3,"Side
"
,,,,,,,,,
-0.02,-0.99,0.18,4.52,1.28,0.18,16.78,40.41,5.35,"Side
"
,,,,,,,,,
-0.03,-1,0.16,9.28,1.34,0,16.82,40.26,5.51,"Side
"
,,,,,,,,,
-0.03,-1,0.16,6.29,1.53,0.12,16.78,40.23,5.77,"Side
"
,,,,,,,,,
-0.03,-1,0.16,6.53,1.65,0.24,16.82,40.84,4.85,"Side
"
,,,,,,,,,
-0.03,-1,0.15,3.36,1.95,0.24,16.63,40.82,5.98,"Side
"
,,,,,,,,,
-0.03,-1,0.16,2.69,1.77,0.49,16.83,40.36,6.16,"Side
"
,,,,,,,,,
-0.03,-1,0.15,1.53,1.95,0.37,17.07,39.78,5.8,"Side
"
,,,,,,,,,
-0.03,-1,0.16,-2.99,1.77,0.43,17.37,40.1,4.69,"Side
"
,,,,,,,,,
-0.02,-1,0.16,0.43,1.22,0.73,16.77,40.31,5.46,"Side
"
,,,,,,,,,
-0.02,-1,0.15,3.97,1.1,0.37,16.26,40.66,4.8,"Side
"
,,,,,,,,,
-0.03,-0.99,0.18,-1.22,2.01,-0.61,17.14,40.05,5.3,"Side
"
,,,,,,,,,
-0.03,-1,0.16,4.15,1.28,0.61,17.16,40.06,5.75,"Side
"
,,,,,,,,,
-0.02,-1,0.16,11.96,0.61,1.53,16.49,40.69,5.35,"Side
"
,,,,,,,,,
-0.02,-1,0.15,11.29,1.34,0.85,15.97,41.54,6.34,"Side
"
,,,,,,,,,
-0.02,-1,0.13,14.22,1.77,0.24,16.26,40.98,6.49,"Side
"
,,,,,,,,,
-0.02,-1,0.13,11.05,1.95,0.06,16.26,40.33,6.69,"Side
"
,,,,,,,,,
-0.03,-1.01,0.1,8.3,2.2,0,16.13,40.42,6.97,"Side
"
,,,,,,,,,
-0.03,-1.01,0.11,7.26,1.95,0.18,16.6,40,7.35,"Side
"
,,,,,,,,,
-0.03,-1.01,0.1,1.95,1.53,0.55,16.61,40.23,6.53,"Side
"
,,,,,,,,,
-0.02,-1,0.11,-4.64,1.71,0.31,16.39,40.82,7.32,"Side
"
,,,,,,,,,
-0.02,-1,0.12,-3.17,1.59,0.06,16.42,40.44,5.77,"Side
"
,,,,,,,,,
-0.03,-1,0.13,-1.65,1.77,-0.06,16.67,40.49,6.05,"Side
"
,,,,,,,,,
-0.03,-1,0.12,3.66,1.71,0.55,16.49,40.25,6.26,"Side
"
,,,,,,,,,
-0.02,-1,0.13,8.06,1.53,0.61,16.66,40,6.79,"Side
"
,,,,,,,,,
-0.02,-1.01,0.1,8.67,1.65,0.18,16.6,40.33,6.27,"Side
"
,,,,,,,,,
-0.03,-1,0.11,9.58,2.01,-0.18,16.32,40.15,6.91,"Side
"
,,,,,,,,,
-0.03,-1.01,0.09,8.18,1.4,0.06,16.64,40.08,7.24,"Side
"
,,,,,,,,,
-0.03,-1.01,0.09,3.42,1.1,0.85,16.41,40.54,8.36,"Side
"
,,,,,,,,,
-0.02,-1,0.1,0.37,1.28,1.04,15.6,40.76,6.96,"Side
"
,,,,,,,,,
-0.02,-1.01,0.09,0.31,2.14,0.18,16.42,41.24,7.14,"Side
"
,,,,,,,,,
-0.03,-1,0.1,0.18,2.01,-0.43,16.11,40.89,7.04,"Side
"
,,,,,,,,,
-0.03,-1.01,0.09,3.3,1.59,0.49,16.69,40.36,6.34,"Side
"
,,,,,,,,,
-0.02,-1.01,0.1,2.56,1.28,0.43,16.59,41,7.24,"Side
"
,,,,,,,,,
-0.02,-1.09,0.12,2.01,1.95,0.06,16.19,40.14,6.74,"Side
"
,,,,,,,,,
-0.02,-1.06,0.11,7.87,1.71,0.12,16.49,40.69,6.82,"Side
"
,,,,,,,,,
-0.02,-1.07,0.08,8.91,1.4,0.31,15.94,40.73,5.96,"Side
"
,,,,,,,,,
-0.03,-1.05,0.11,2.44,1.71,-0.31,16.31,40.41,7.23,"Side
"
,,,,,,,,,
-0.01,-1.02,0.09,3.78,1.4,0.18,16.66,40.44,6.07,"Side
"
,,,,,,,,,
-0.03,-1.02,0.08,0.18,1.95,-0.24,16.42,40.31,5.99,"Side
"
,,,,,,,,,
-0.02,-1.02,0.1,1.1,1.77,0.12,16.71,40.33,6.73,"Side
"
,,,,,,,,,
-0.03,-1.02,0.1,2.44,1.71,0.37,16.46,39.79,7.35,"Side
"
,,,,,,,,,
-0.03,-1.01,0.09,2.56,1.95,-0.06,16.49,39.94,6.26,"Side
"
,,,,,,,,,
-0.02,-1.01,0.09,2.69,1.4,0.24,16.5,40.26,6.98,"Side
"
,,,,,,,,,
-0.03,-1.01,0.1,1.77,1.65,0,16.39,39.49,7.25,"Side
"
,,,,,,,,,
-0.03,-1.01,0.09,3.23,1.59,0.12,16.35,40.32,7.9,"Side
"
,,,,,,,,,
-0.03,-1.01,0.1,2.08,2.01,0.12,16.37,40.1,6.99,"Side
"
,,,,,,,,,
-0.03,-1.01,0.09,3.23,1.46,0.12,16.65,40.31,6.51,"Side
"
,,,,,,,,,
-0.03,-1.01,0.09,3.11,1.59,0.43,16.86,40.42,7.51,"Side
"
,,,,,,,,,
-0.03,-1.01,0.09,2.38,1.59,0.49,16.74,39.76,6.45,"Side
"
,,,,,,,,,
-0.02,-1,0.1,1.71,1.65,0.18,16.49,40.23,6.86,"Side
"
,,,,,,,,,
-0.03,-1.01,0.09,4.15,1.65,0.18,16.49,39.77,6.41,"Side
"
,,,,,,,,,
-0.03,-1,0.1,-0.98,1.53,0.18,17,39.86,6.58,"Side
"
,,,,,,,,,
-0.03,-1.01,0.09,2.5,1.59,0.31,16.36,40.25,6.81,"Side
"
,,,,,,,,,
-0.02,-1,0.1,1.34,1.59,0.37,16.71,40.22,6.13,"Side
"
,,,,,,,,,
-0.03,-1.01,0.09,2.14,1.65,0.18,16.76,40.25,7.47,"Side
"
,,,,,,,,,
-0.03,-1,0.1,1.28,2.01,-0.06,17.03,39.78,7.35,"Side
"
,,,,,,,,,
-0.03,-1.01,0.09,6.23,1.71,0.18,16.81,40.71,6.81,"Side
"
,,,,,,,,,
-0.03,-1.01,0.1,2.26,1.59,0.06,16.89,39.62,6.26,"Side
"
,,,,,,,,,
-0.03,-1.01,0.09,9.64,1.4,0.55,16.98,39.94,6.93,"Side
"
,,,,,,,,,
-0.03,-1.01,0.07,2.14,1.83,0,16.99,39.73,6.98,"Side
"
,,,,,,,,,
-0.03,-1,0.1,1.71,1.4,0.24,16.72,40.23,7.08,"Side
"
,,,,,,,,,
-0.03,-1.01,0.07,7.45,1.22,0.67,16.3,40.32,7.71,"Side
"
,,,,,,,,,
-0.02,-1,0.09,3.23,1.89,0.24,16.92,40.12,6.91,"Side
"
,,,,,,,,,
-0.03,-1.02,0.05,13.12,1.04,0.67,16.77,40.09,7.51,"Side
"
,,,,,,,,,
-0.02,-1.01,0.06,0.85,1.71,0.06,17.24,40.83,6.73,"Side
"
,,,,,,,,,
-0.03,-1.01,0.08,1.53,1.83,0.12,17.03,39.89,7.34,"Side
"
,,,,,,,,,
