Accelerometer_x,Accelerometer_y,Accelerometer_z,Gyroscope_x,Gyroscope_y,Gyroscope_z,Magnetometer_x,Magnetometer_y,Magnetometer_z,Position
-0.01,0.02,0.96,1.95,1.77,0.37,20,32.63,-29.61,"Supine
"
,,,,,,,,,
-0.02,0.02,0.96,2.26,1.89,0.43,19.6,33.3,-28.33,"Supine
"
,,,,,,,,,
-0.01,0.02,0.96,2.01,1.77,0.37,19.91,32.18,-29.14,"Supine
"
,,,,,,,,,
-0.02,0.02,0.96,2.44,1.83,0.43,20.19,32.8,-29.22,"Supine
"
,,,,,,,,,
-0.01,0.02,0.96,2.14,1.77,0.61,20.13,33.03,-28.42,"Supine
"
,,,,,,,,,
-0.01,0.02,0.96,2.2,1.83,0.37,20.36,32.9,-29.36,"Supine
"
,,,,,,,,,
-0.02,0.02,0.96,2.2,1.77,0.43,19.36,32.95,-29,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.26,1.89,0.61,19.92,32.97,-28.43,"Supine
"
,,,,,,,,,
-0.02,0.02,0.96,2.2,1.95,0.49,20.12,32.7,-28.58,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.14,1.95,0.49,19.71,33.3,-29.24,"Supine
"
,,,,,,,,,
-0.01,0.02,0.96,2.26,1.77,0.49,20.15,33.14,-29.31,"Supine
"
,,,,,,,,,
-0.01,0.02,0.96,2.26,1.89,0.55,20.17,33.06,-29.17,"Supine
"
,,,,,,,,,
-0.01,0.02,0.96,2.26,1.83,0.67,20.23,33.12,-29.31,"Supine
"
,,,,,,,,,
-0.02,0.02,0.96,2.14,1.89,0.31,19.96,33.28,-28.31,"Supine
"
,,,,,,,,,
-0.01,0.02,0.96,2.2,1.95,0.37,20.21,33.09,-28.77,"Supine
"
,,,,,,,,,
-0.01,0.02,0.96,2.32,1.89,0.37,19.91,33.54,-28.7,"Supine
"
,,,,,,,,,
-0.01,0.02,0.96,2.2,1.71,0.49,20.2,32.87,-27.86,"Supine
"
,,,,,,,,,
-0.01,0.02,0.96,2.44,1.71,0.37,19.53,32.76,-28.26,"Supine
"
,,,,,,,,,
-0.01,0.02,0.96,2.08,1.77,0.55,19.7,33.17,-28.66,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.08,1.71,0.43,20.17,32.75,-29.04,"Supine
"
,,,,,,,,,
-0.01,0.02,0.96,2.2,1.83,0.55,19.92,32.91,-28.77,"Supine
"
,,,,,,,,,
-0.01,0.02,0.96,2.32,1.89,0.37,19.71,33.03,-28.15,"Supine
"
,,,,,,,,,
-0.01,0.02,0.96,2.2,1.71,0.37,19.59,32.67,-29.11,"Supine
"
,,,,,,,,,
-0.01,0.02,0.96,2.14,1.71,0.55,19.95,32.52,-29.28,"Supine
"
,,,,,,,,,
-0.01,0.02,0.96,2.2,1.59,0.43,20.02,32.12,-28.37,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.14,1.89,0.37,19.3,32.73,-29.16,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.26,1.71,0.43,19.87,32.84,-28.41,"Supine
"
,,,,,,,,,
-0.02,0.02,0.96,1.95,1.89,0.31,19.92,32.56,-29.38,"Supine
"
,,,,,,,,,
-0.01,0.01,0.97,2.26,1.77,0.37,20.21,32.54,-28.63,"Supine
"
,,,,,,,,,
-0.01,0.02,0.96,2.14,1.83,0.49,19.9,32.9,-27.81,"Supine
"
,,,,,,,,,
-0.01,0.02,0.96,2.26,1.77,0.55,20.02,32.37,-27.95,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.01,1.89,0.49,20.31,32.36,-28.63,"Supine
"
,,,,,,,,,
-0.01,0.02,0.96,2.08,1.77,0.37,19.93,32.9,-29.63,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.08,1.77,0.43,20.13,33.28,-28.56,"Supine
"
,,,,,,,,,
-0.01,0.02,0.96,2.26,1.77,0.37,20.09,33.26,-29.14,"Supine
"
,,,,,,,,,
-0.01,0.02,0.96,2.01,1.77,0.43,20.02,32.76,-28.5,"Supine
"
,,,,,,,,,
-0.01,0.02,0.96,2.2,1.71,0.37,20.12,33.22,-29,"Supine
"
,,,,,,,,,
-0.01,0.02,0.96,2.2,1.77,0.37,18.97,32.56,-28.81,"Supine
"
,,,,,,,,,
-0.01,0.02,0.96,2.2,1.71,0.67,19.8,33.08,-29.03,"Supine
"
,,,,,,,,,
-0.01,0.02,0.96,2.2,1.71,0.43,19.71,33.09,-29.05,"Supine
"
,,,,,,,,,
-0.01,0.02,0.96,2.2,1.77,0.37,20.04,32.71,-29.49,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.38,1.71,0.37,20,33.39,-28.43,"Supine
"
,,,,,,,,,
-0.01,0.02,0.96,2.14,1.65,0.43,19.98,32.82,-28.96,"Supine
"
,,,,,,,,,
-0.01,0.02,0.95,2.01,1.65,0.49,19.51,32.52,-28.97,"Supine
"
,,,,,,,,,
-0.02,0.01,0.97,2.08,1.95,0.49,20.54,33.11,-29.09,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.14,1.89,0.31,20.36,32.9,-28.38,"Supine
"
,,,,,,,,,
-0.02,0.02,0.95,2.14,1.77,0.55,20.13,32.62,-29.46,"Supine
"
,,,,,,,,,
-0.01,0.02,0.96,2.01,1.77,0.43,19.97,32.36,-29.16,"Supine
"
,,,,,,,,,
-0.01,0.01,0.95,2.2,1.65,0.55,19.97,33.47,-29.1,"Supine
"
,,,,,,,,,
-0.02,0.02,0.96,2.14,1.83,0.49,20.62,32.65,-28.42,"Supine
"
,,,,,,,,,
0.03,0,0.96,1.4,0.61,-30.27,20.19,32.86,-28.81,"Supine
"
,,,,,,,,,
-0.03,-0.01,0.96,4.39,2.38,-13.79,19.06,33.63,-28.2,"Supine
"
,,,,,,,,,
-0.02,0.03,0.96,4.03,2.08,-5.49,18.9,33.34,-28.5,"Supine
"
,,,,,,,,,
0,0.01,0.96,3.3,2.08,-2.99,18.75,33.83,-28.6,"Supine
"
,,,,,,,,,
-0.03,0.02,0.96,1.16,0.31,-40.28,18.24,33.52,-29.17,"Supine
"
,,,,,,,,,
-0.01,-0.02,0.96,1.65,0.67,-24.29,17.02,33.84,-28.67,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,1.95,1.46,-9.28,17.02,34.28,-29.27,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.01,1.65,-4.15,16.75,33.83,-29.61,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.2,1.77,0.12,16.98,33.86,-30.51,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.14,1.83,0.55,17.3,33.54,-29.16,"Supine
"
,,,,,,,,,
0.09,0.06,0.96,2.2,1.77,5.19,17.54,33.79,-29.32,"Unknown
"
,,,,,,,,,
-0.04,-0.02,0.96,3.05,2.56,25.7,18.24,33.48,-29.3,"Supine
"
,,,,,,,,,
0,0.02,0.96,2.2,2.08,10.07,18.09,33.62,-29.09,"Supine
"
,,,,,,,,,
-0.03,0,0.97,2.44,2.14,14.59,18.09,33.33,-29.83,"Supine
"
,,,,,,,,,
-0.03,0.01,0.96,2.44,2.14,14.16,18.58,34.56,-29.7,"Supine
"
,,,,,,,,,
-0.02,0.01,0.96,3.11,2.62,31.07,18.53,33.51,-30.04,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.93,2.81,27.83,19.08,33.39,-28.89,"Supine
"
,,,,,,,,,
-0.02,0,0.97,2.81,2.62,18.37,19.97,33.7,-29.25,"Supine
"
,,,,,,,,,
-0.01,0.01,0.97,2.56,2.26,12.51,19.97,33.58,-30.05,"Supine
"
,,,,,,,,,
-0.01,0.01,0.97,2.62,2.14,10.07,20.72,33.64,-28.17,"Supine
"
,,,,,,,,,
-0.01,0.01,0.97,2.32,2.14,7.45,20.65,33.17,-29.64,"Supine
"
,,,,,,,,,
0,0.01,0.96,2.44,2.2,7.51,20.89,32.89,-29.38,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.2,2.01,2.01,21.11,32.71,-28.52,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.26,1.83,0.61,21.4,32.87,-28.45,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.2,1.65,0.73,20.86,32.59,-29.65,"Supine
"
,,,,,,,,,
-0.02,0.01,0.96,2.26,1.89,4.33,21.03,32.19,-29.05,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.32,2.32,12.27,21.37,32.95,-28.66,"Supine
"
,,,,,,,,,
-0.01,0.01,0.97,2.5,2.2,10.86,21.62,32.45,-29.99,"Supine
"
,,,,,,,,,
0,0.01,0.96,2.26,2.14,6.71,21.53,32.34,-29.86,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.38,1.95,3.11,21.59,32.46,-28.82,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.32,1.83,0.73,21.55,32.03,-28.56,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.08,1.71,0.43,21.47,32.95,-28.5,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.08,1.77,0.67,21.91,32.73,-28.28,"Supine
"
,,,,,,,,,
-0.02,0.01,0.99,2.14,1.83,4.94,22.24,31.99,-29.09,"Supine
"
,,,,,,,,,
-0.01,0,0.98,2.56,2.32,14.89,22.67,32.85,-29.7,"Supine
"
,,,,,,,,,
0,0.02,0.97,2.38,2.08,10.44,22.23,31.6,-28.55,"Supine
"
,,,,,,,,,
-0.01,0.01,0.98,2.38,1.95,5.19,22.92,31.96,-29.5,"Supine
"
,,,,,,,,,
-0.02,0.01,0.98,2.5,2.08,9.89,23.03,31.97,-28.82,"Supine
"
,,,,,,,,,
-0.01,0.01,0.98,2.62,2.32,15.93,23.65,31.9,-28.32,"Supine
"
,,,,,,,,,
-0.01,0,0.96,2.14,2.08,8.79,23.41,32.08,-28.99,"Supine
"
,,,,,,,,,
-0.01,0.01,0.97,2.26,1.89,6.16,23.67,32.08,-29.71,"Supine
"
,,,,,,,,,
-0.02,0.02,0.97,2.38,2.14,8.79,23.91,31.25,-29.15,"Supine
"
,,,,,,,,,
-0.03,0,0.96,2.44,2.14,13.37,24.05,30.62,-28.61,"Supine
"
,,,,,,,,,
-0.01,0.02,0.96,2.69,2.2,15.99,24.48,31.8,-28.83,"Supine
"
,,,,,,,,,
-0.01,0.01,0.97,2.5,2.2,14.04,24.52,31.31,-28.14,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.08,1.83,5,24.79,31.05,-28.66,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,1.65,1.46,-2.01,25.27,30.87,-29.92,"Supine
"
,,,,,,,,,
-0.04,-0.02,0.97,0.55,0.49,-13.24,25.07,31.19,-29.11,"Supine
"
,,,,,,,,,
0,0.01,0.96,0.98,0.24,-38.33,24.78,31.43,-29.32,"Supine
"
,,,,,,,,,
0,0.01,0.97,1.46,0.55,-41.56,23.51,32.01,-29.58,"Supine
"
,,,,,,,,,
-0.02,0.01,0.96,1.77,1.16,-19.23,22.75,32.31,-29.44,"Supine
"
,,,,,,,,,
0,0.01,0.96,1.77,0.98,-18.01,22.77,31.92,-28.87,"Supine
"
,,,,,,,,,
-0.02,0.02,0.96,1.95,1.1,-19.1,21.84,32.24,-29.25,"Supine
"
,,,,,,,,,
-0.01,0,0.97,1.89,0.98,-24.17,21.19,32.67,-29.2,"Supine
"
,,,,,,,,,
-0.01,0.02,0.96,1.83,1.22,-21.3,20.54,33.3,-28.43,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,1.83,1.16,-14.83,20.36,33.13,-28.86,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.01,1.4,-10.44,19.9,33.36,-27.91,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,1.83,1.28,-16.36,19.26,33.98,-28.92,"Supine
"
,,,,,,,,,
-0.02,0.01,0.96,1.65,1.16,-17.21,19.07,34.09,-29.25,"Supine
"
,,,,,,,,,
-0.02,0.01,0.96,1.77,1.4,-13.43,18.65,33.63,-28.94,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.01,1.53,-9.22,18.6,34.18,-28.04,"Supine
"
,,,,,,,,,
0,0.01,0.96,1.65,1.4,-10.31,18.07,34.16,-28.92,"Supine
"
,,,,,,,,,
-0.02,0.01,0.96,1.77,1.34,-11.66,18.04,33.98,-30.36,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,1.71,1.59,-9.28,17.57,34.46,-28.83,"Supine
"
,,,,,,,,,
-0.01,0.01,0.97,1.95,1.83,-5.37,17.82,34.07,-28.44,"Supine
"
,,,,,,,,,
-0.01,0.01,0.97,1.77,1.53,-9.64,17.74,33.91,-28.91,"Supine
"
,,,,,,,,,
-0.02,0,0.97,2.26,1.34,-10.07,16.94,34,-30.27,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.14,1.77,-2.01,16.56,33.89,-29.79,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.14,1.77,0,16.89,33.98,-29.53,"Supine
"
,,,,,,,,,
-0.01,0.01,0.97,1.89,1.65,-2.38,17.18,34.09,-27.97,"Supine
"
,,,,,,,,,
-0.02,0.02,0.96,1.95,1.65,-5.31,16.72,34.09,-29.3,"Supine
"
,,,,,,,,,
-0.01,0,0.96,2.2,1.77,-0.73,17.18,33.89,-28.85,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.08,1.83,0.37,16.94,34.09,-28.93,"Supine
"
,,,,,,,,,
-0.01,0.03,0.96,2.26,1.71,0.67,16.66,33.92,-28.85,"Supine
"
,,,,,,,,,
-0.01,-0.01,0.97,2.08,1.71,1.53,16.93,35.02,-28.88,"Supine
"
,,,,,,,,,
-0.02,0.01,0.97,1.89,1.89,5.07,16.83,33.63,-29.08,"Supine
"
,,,,,,,,,
-0.01,0.03,0.97,2.87,2.56,23.8,17.57,33.83,-28.49,"Supine
"
,,,,,,,,,
0,0,0.96,2.5,2.44,25.94,18.35,33.84,-29.13,"Supine
"
,,,,,,,,,
0,-0.02,0.97,2.62,2.5,29.42,18.23,33.63,-29.81,"Supine
"
,,,,,,,,,
-0.01,0.02,0.97,2.32,2.5,23.8,19.19,33.02,-29.58,"Supine
"
,,,,,,,,,
0,0.01,0.97,1.95,2.26,14.28,20.06,34.13,-29.49,"Supine
"
,,,,,,,,,
-0.01,-0.01,0.97,2.5,2.26,18.01,19.9,33.06,-28.82,"Supine
"
,,,,,,,,,
-0.02,0.02,0.97,2.5,2.32,14.22,20.59,33.42,-28.97,"Supine
"
,,,,,,,,,
-0.01,0.01,0.97,2.01,2.01,11.29,20.9,33.28,-29.68,"Supine
"
,,,,,,,,,
-0.02,0.01,0.97,2.2,2.01,14.83,21.01,32.54,-28.64,"Supine
"
,,,,,,,,,
-0.02,0.02,0.97,2.26,2.38,19.71,21.39,33.08,-29.03,"Supine
"
,,,,,,,,,
-0.02,0,0.96,2.5,2.69,24.29,21.91,32.73,-29.39,"Supine
"
,,,,,,,,,
-0.01,0.02,0.96,2.38,2.2,10.25,22.31,32.7,-29.16,"Supine
"
,,,,,,,,,
0,0.02,0.97,2.38,2.08,1.34,22.03,32.84,-28.96,"Supine
"
,,,,,,,,,
-0.02,0.01,0.96,2.56,1.95,0.49,22.66,32.12,-28.78,"Supine
"
,,,,,,,,,
0,0.01,0.96,2.38,1.77,0.37,22.25,32.54,-29.39,"Supine
"
,,,,,,,,,
-0.02,0.01,0.97,2.32,1.83,0.37,22.3,32.73,-29.53,"Supine
"
,,,,,,,,,
-0.02,0.02,0.96,2.14,1.77,0.49,22.31,32.62,-28.89,"Supine
"
,,,,,,,,,
-0.01,0.01,0.97,2.08,1.65,0.24,22.73,33.22,-28.26,"Supine
"
,,,,,,,,,
-0.02,0.01,0.96,2.38,1.83,0.31,22.01,32.79,-28.56,"Supine
"
,,,,,,,,,
-0.01,0.02,0.97,2.44,2.14,9.58,22.12,32.53,-30.41,"Supine
"
,,,,,,,,,
-0.01,0.01,0.97,2.81,2.38,10.25,22.13,32.34,-28.45,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.01,1.83,4.52,22.77,31.96,-28.93,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.32,1.95,0.85,22.49,32.64,-28.99,"Supine
"
,,,,,,,,,
-0.01,0,0.97,2.01,1.71,0.55,22.39,32.92,-28.99,"Supine
"
,,,,,,,,,
-0.02,0.02,0.94,2.14,1.65,0.31,22.51,32.95,-29.03,"Supine
"
,,,,,,,,,
-0.01,0.03,0.97,1.4,0.85,-10.8,22.46,32.56,-29.36,"Supine
"
,,,,,,,,,
-0.01,-0.01,0.96,2.2,1.4,-7.87,22.62,32.65,-29.39,"Supine
"
,,,,,,,,,
0,0.03,0.96,2.26,1.1,-11.41,22.57,32.34,-28.76,"Supine
"
,,,,,,,,,
-0.02,0.02,0.97,1.95,1.71,-0.18,22.13,31.85,-29.48,"Supine
"
,,,,,,,,,
0,-0.01,0.97,1.83,1.46,-0.55,21.72,33.03,-29.26,"Supine
"
,,,,,,,,,
-0.02,0.03,0.97,2.38,1.59,-2.2,21.87,32.82,-27.95,"Supine
"
,,,,,,,,,
-0.03,0,0.97,1.46,1.22,-11.66,21.77,33.19,-29.58,"Supine
"
,,,,,,,,,
-0.01,0,0.97,1.95,1.28,-4.94,21.26,32.89,-29.52,"Supine
"
,,,,,,,,,
-0.01,0.02,0.97,1.89,1.46,-4.39,21.07,32.71,-28.75,"Supine
"
,,,,,,,,,
-0.01,0.02,0.97,1.89,1.53,-4.94,21.09,32.53,-28.83,"Supine
"
,,,,,,,,,
-0.02,0,0.97,1.89,1.59,-5.13,21.14,32.53,-29.2,"Supine
"
,,,,,,,,,
-0.01,0.03,0.97,1.53,1.28,-7.26,20.81,32.85,-28.81,"Supine
"
,,,,,,,,,
-0.01,0.02,0.97,1.77,1.28,-10.07,20.64,33.04,-28.92,"Supine
"
,,,,,,,,,
-0.01,0.01,0.97,2.5,1.4,-11.23,20.3,33.02,-28.36,"Supine
"
,,,,,,,,,
-0.02,0.02,0.97,2.81,2.26,-5.49,20.23,32.84,-29.35,"Supine
"
,,,,,,,,,
-0.01,0.02,0.96,2.38,2.26,-0.67,20.37,33.29,-29.92,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.38,2.01,-4.39,20.15,33.18,-28.86,"Supine
"
,,,,,,,,,
-0.02,0,0.97,2.32,1.71,-5.98,19.97,33.76,-29.25,"Supine
"
,,,,,,,,,
-0.01,0.02,0.97,2.08,1.77,-3.54,19.68,33.44,-28.93,"Supine
"
,,,,,,,,,
-0.01,0,0.96,2.2,1.77,-3.3,20.23,33.8,-28.22,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.01,1.65,-7.39,20,34.33,-28.16,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.32,1.77,-5.07,19.86,33.31,-29.61,"Supine
"
,,,,,,,,,
-0.02,0,0.97,2.26,1.83,-3.6,19.75,34.27,-28.5,"Supine
"
,,,,,,,,,
-0.01,0.01,0.97,2.14,1.83,-2.26,19.08,33.51,-28.88,"Supine
"
,,,,,,,,,
-0.01,0.03,0.96,1.71,1.46,-5.19,19.67,33.56,-28.34,"Supine
"
,,,,,,,,,
-0.02,0.01,0.96,2.01,1.53,-7.57,19.27,33.42,-27.97,"Supine
"
,,,,,,,,,
-0.02,0.01,0.96,2.26,1.65,-6.77,18.73,33.7,-28.2,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,1.89,1.59,-4.21,18.65,33.2,-28.6,"Supine
"
,,,,,,,,,
0,0,0.96,2.2,1.4,-6.1,18.21,33.13,-28.28,"Supine
"
,,,,,,,,,
-0.02,0.01,0.97,2.14,1.4,-8.97,18.26,33.51,-29,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,1.89,1.77,-3.91,18.02,34.17,-29.88,"Supine
"
,,,,,,,,,
-0.01,0.01,0.97,2.01,1.71,-2.69,18.55,33.61,-28.96,"Supine
"
,,,,,,,,,
-0.01,0.01,0.97,2.14,1.65,-5.92,18.26,33.57,-28.38,"Supine
"
,,,,,,,,,
-0.02,0.01,0.96,2.14,1.53,-5.8,18.09,34.14,-28.21,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.01,1.65,-2.99,17.46,34.27,-28.66,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.14,1.83,-3.42,17.59,34.58,-29.08,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.2,1.59,-3.11,17.04,33.67,-28.99,"Supine
"
,,,,,,,,,
-0.02,0.01,0.96,2.32,1.53,-4.33,17.41,33.76,-29.33,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.14,1.71,-0.43,17.4,33.94,-28.88,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.2,1.89,0.43,17.91,33.42,-29.15,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.38,1.77,0.55,17.26,33.84,-29.64,"Supine
"
,,,,,,,,,
-0.01,0.01,0.97,2.44,1.71,0.55,17.43,33.91,-29.28,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,1.89,1.83,0.55,17.36,34.2,-28.86,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.26,1.83,0.43,17.44,33.46,-28.97,"Supine
"
,,,,,,,,,
-0.01,0.01,0.97,2.26,1.65,0.24,16.89,33.72,-28.71,"Supine
"
,,,,,,,,,
-0.01,0.01,0.97,2.32,1.77,0.12,17.8,33.65,-28.64,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.44,1.89,-0.24,17.38,33.72,-28.21,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.14,1.89,0.18,17.09,33.39,-28.99,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.56,1.83,-2.08,17.33,33.83,-27.65,"Supine
"
,,,,,,,,,
-0.01,0.01,0.97,2.14,1.46,-6.16,17.18,33.96,-28.08,"Supine
"
,,,,,,,,,
-0.01,0,0.96,2.38,1.71,-4.88,17.13,33.84,-29.15,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,1.71,1.71,-3.78,16.97,34.56,-29.36,"Supine
"
,,,,,,,,,
-0.01,0.01,0.97,1.89,1.59,-4.64,16.61,34.45,-29.31,"Supine
"
,,,,,,,,,
-0.02,0,0.97,2.01,1.46,-7.2,16.38,33.65,-29.24,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.26,1.83,-0.37,16.58,33.87,-29.36,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,1.83,1.71,0.49,16.96,34.02,-28.56,"Supine
"
,,,,,,,,,
-0.01,0.01,0.97,1.22,1.77,8.42,17.05,33.79,-29.37,"Supine
"
,,,,,,,,,
-0.02,0.01,0.96,3.17,2.99,33.45,18.18,33.79,-29.21,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.75,2.44,26,18.41,33.68,-29.48,"Supine
"
,,,,,,,,,
-0.01,0.01,0.97,2.38,2.14,19.1,19.02,33.41,-28.94,"Supine
"
,,,,,,,,,
0,0.01,0.97,2.81,2.44,16.24,19.64,32.79,-29.28,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.81,2.56,22.52,19.64,32.57,-28.99,"Supine
"
,,,,,,,,,
-0.02,0.01,0.96,2.2,2.38,17.58,19.71,32.81,-29.16,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.26,2.14,11.41,20.19,32.58,-28.76,"Supine
"
,,,,,,,,,
-0.01,0.01,0.94,2.2,2.2,5.25,20.48,32.96,-29.72,"Supine
"
,,,,,,,,,
0,0,0.97,2.26,1.89,2.56,20.06,33,-29.43,"Supine
"
,,,,,,,,,
-0.02,0.01,0.97,2.2,1.83,2.5,20.06,32.85,-28.69,"Supine
"
,,,,,,,,,
-0.01,0.01,0.97,2.01,1.71,3.36,20.1,32.96,-30.4,"Supine
"
,,,,,,,,,
-0.01,0.01,0.97,2.14,1.95,2.5,20.14,33.64,-29.22,"Supine
"
,,,,,,,,,
-0.02,0.02,0.97,2.08,1.65,2.56,20.75,33.09,-28.28,"Supine
"
,,,,,,,,,
-0.01,0.01,0.97,2.2,1.77,2.26,21.14,32.63,-29.54,"Supine
"
,,,,,,,,,
-0.01,0.01,0.97,2.32,1.89,2.44,20.9,32.7,-29.43,"Supine
"
,,,,,,,,,
-0.01,0.02,0.96,2.2,1.83,1.28,20.72,32.78,-29.58,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.26,1.83,0.31,20.95,33.01,-28.3,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.26,1.65,0.37,20.53,33,-28.71,"Supine
"
,,,,,,,,,
-0.01,0.01,0.97,2.2,1.65,0.37,20.89,32.32,-28.72,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.14,1.83,0.12,21.08,32.69,-29.5,"Supine
"
,,,,,,,,,
-0.01,0,0.96,2.2,1.53,-2.01,20.41,33.2,-29.65,"Supine
"
,,,,,,,,,
-0.02,0.02,0.96,2.2,1.65,-2.26,20.64,32.95,-29.92,"Supine
"
,,,,,,,,,
-0.01,0.02,0.96,1.89,1.65,-4.76,20.48,33.35,-30.08,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.14,1.65,-2.93,20.79,32.39,-30.03,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.38,1.71,-0.24,19.92,32.51,-28.32,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.14,1.77,-0.18,20.46,33.14,-28.77,"Supine
"
,,,,,,,,,
-0.01,0,0.96,2.08,1.59,-5.43,20.14,32.35,-29.1,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,1.53,0.79,-29.3,19.79,33.34,-29.5,"Supine
"
,,,,,,,,,
-0.01,0.02,0.96,1.95,1.1,-24.78,19.42,33.44,-28.61,"Supine
"
,,,,,,,,,
-0.02,0,0.96,2.08,1.28,-14.22,19.42,33.4,-29.24,"Supine
"
,,,,,,,,,
-0.02,0.01,0.96,1.89,1.65,-2.62,18.76,33.67,-29.43,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.14,1.71,-1.16,18.35,33.4,-29.57,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.26,1.59,-3.11,18.53,33.44,-30.55,"Supine
"
,,,,,,,,,
-0.02,0.01,0.96,2.2,1.65,-3.17,18.27,33.28,-29.69,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.14,1.77,-3.11,18.52,33.61,-29.15,"Supine
"
,,,,,,,,,
-0.01,0,0.96,2.01,1.71,-3.48,17.91,33.8,-29.57,"Supine
"
,,,,,,,,,
-0.01,0.02,0.96,2.2,1.71,-2.99,18.16,33.35,-29.35,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.08,1.59,-4.39,17.83,33.12,-29.41,"Supine
"
,,,,,,,,,
-0.01,0,0.96,2.08,1.71,-3.11,18.29,33.8,-28.53,"Supine
"
,,,,,,,,,
-0.02,0.03,0.96,2.14,1.59,-4.64,18.38,33.86,-28.91,"Supine
"
,,,,,,,,,
0,-0.01,0.96,2.01,1.77,-3.91,18.12,33.45,-28.1,"Supine
"
,,,,,,,,,
-0.02,0,0.97,2.08,1.46,-5.74,18.02,33.97,-29.31,"Supine
"
,,,,,,,,,
-0.03,0.04,0.97,2.32,1.59,-3.6,17.88,33.57,-29.43,"Supine
"
,,,,,,,,,
0,-0.01,0.97,1.83,1.89,0.73,17.26,33.45,-28.61,"Supine
"
,,,,,,,,,
-0.03,0,0.97,2.26,1.77,0.49,17.16,33.68,-29.24,"Supine
"
,,,,,,,,,
